N_1	DP_1	N_REF_1	MEAN_REF_BQ_1	MEDIAN_REF_BQ_1	MEAN_NONREF_BQ_1	MEDIAN_NONREF_BQ_1	N_2	DP_2	N_REF_2	MEAN_REF_BQ_2	MEDIAN_REF_BQ_2	MEAN_NONREF_BQ_2	MEDIAN_NONREF_BQ_2
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	2	0	None	None	35.0	35.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	2	0	None	None	32.5	32.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	12	5	37.333333333333336	37.0	32.166666666666664	32.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	6	2	37.5	37.5	29.5	29.5
1	0	None	None	None	None	None	3	2	0	None	None	20.0	20.0
1	2	0	None	None	33.5	33.5	1	9	5	23.6	20.0	28.0	28.0
1	0	None	None	None	None	None	3	5	1	20.0	20.0	24.0	20.0
1	0	None	None	None	None	None	3	6	2	25.333333333333332	20.0	26.0	20.0
1	4	0	None	None	38.25	38.0	3	10	4	28.25	28.0	26.166666666666668	20.0
1	0	None	None	None	None	None	3	10	2	25.333333333333332	20.0	28.714285714285715	20.0
1	0	None	None	None	None	None	2	5	3	24.333333333333332	20.0	35.0	35.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	16	10	30.2	32.5	35.5	36.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	9	5	20.0	20.0	26.666666666666668	20.0
1	0	None	None	None	None	None	3	16	8	28.88888888888889	38.0	32.142857142857146	39.0
1	0	None	None	None	None	None	1	10	4	37.25	37.0	34.0	38.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	131	53	29.796296296296298	33.0	30.324675324675326	37.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	7	4	29.25	29.0	26.666666666666668	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	125	47	27.595744680851062	38.0	30.076923076923077	38.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	4	0	None	None	30.75	31.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	12	7	34.875	35.0	36.0	37.0
1	0	None	None	None	None	None	1	9	6	36.57142857142857	37.0	36.5	36.5
1	150	26	29.346153846153847	36.0	29.29032258064516	37.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	22	6	28.142857142857142	20.0	21.2	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	3	1	37.0	37.0	20.0	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	6	0	None	None	37.5	38.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	3	1	37.0	37.0	20.0	20.0
1	2	0	None	None	20.0	20.0	1	3	1	37.0	37.0	20.0	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	14	7	26.75	20.0	29.0	33.0
1	0	None	None	None	None	None	3	11	7	32.5	39.5	37.0	37.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	3	0	None	None	32.333333333333336	32.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	5	0	None	None	33.2	33.0	3	11	4	36.25	36.0	32.42857142857143	32.0
1	3	0	None	None	35.333333333333336	35.0	2	6	3	26.25	32.5	36.5	36.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	120	29	24.966666666666665	20.0	23.27777777777778	20.0	0	None	None	None	None	None	None
1	50	49	26.9	35.0	None	None	0	None	None	None	None	None	None
1	50	49	27.7	37.0	None	None	0	None	None	None	None	None	None
1	50	49	26.76	35.0	None	None	0	None	None	None	None	None	None
1	48	9	40.22222222222222	40.0	33.82051282051282	34.0	0	None	None	None	None	None	None
1	31	20	28.571428571428573	32.0	31.9	35.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	95	82	25.0	20.0	32.583333333333336	38.5
1	0	None	None	None	None	None	2	4	0	None	None	19.0	19.0
1	28	23	24.0	20.0	22.25	20.0	3	65	40	23.975609756097562	20.0	28.0	32.0
1	0	None	None	None	None	None	1	6	1	37.0	37.0	20.0	20.0
1	0	None	None	None	None	None	2	3	0	None	None	25.333333333333332	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	35	33	24.38235294117647	20.0	13.0	13.0	0	None	None	None	None	None	None
1	32	31	24.625	20.0	None	None	0	None	None	None	None	None	None
1	28	25	25.692307692307693	31.0	34.0	34.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	8	2	37.5	37.5	26.333333333333332	29.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	188	187	24.632978723404257	38.0	None	None	0	None	None	None	None	None	None
1	101	100	25.445544554455445	32.0	None	None	0	None	None	None	None	None	None
1	44	43	36.09090909090909	37.0	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	23	17	28.72222222222222	32.5	33.4	37.0
1	0	None	None	None	None	None	2	6	2	20.0	20.0	28.75	37.5
1	0	None	None	None	None	None	1	8	3	20.0	20.0	29.0	28.5
1	0	None	None	None	None	None	3	13	7	31.25	32.5	23.0	20.0
1	0	None	None	None	None	None	2	10	2	39.0	39.0	24.375	37.5
1	0	None	None	None	None	None	1	22	17	23.22222222222222	20.0	37.25	37.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	3	0	None	None	29.333333333333332	33.0	2	3	1	37.0	37.0	23.0	23.0
1	0	None	None	None	None	None	3	185	158	26.40251572327044	36.0	36.42307692307692	37.0
1	0	None	None	None	None	None	3	184	158	27.10691823899371	37.0	38.84	39.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	12	7	26.25	34.0	35.75	37.0
1	58	54	32.54545454545455	37.0	34.0	34.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	197	175	28.352272727272727	38.0	34.142857142857146	35.0
1	0	None	None	None	None	None	1	3	1	38.0	38.0	36.0	36.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	17	8	19.77777777777778	20.0	24.5	20.0
1	0	None	None	None	None	None	2	22	13	23.714285714285715	20.0	24.75	20.0
1	0	None	None	None	None	None	3	9	6	18.166666666666668	16.5	26.333333333333332	20.0
1	0	None	None	None	None	None	1	4	0	None	None	24.75	20.0
1	74	6	36.666666666666664	37.5	32.794117647058826	36.0	1	128	8	35.5	37.0	32.63333333333333	38.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	106	38	29.871794871794872	38.0	33.791044776119406	39.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	7	3	28.0	36.0	23.333333333333332	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	29	22	22.043478260869566	20.0	25.0	20.0
1	0	None	None	None	None	None	2	23	12	25.615384615384617	20.0	21.0	20.0
1	0	None	None	None	None	None	3	8	2	26.333333333333332	39.0	30.8	36.0
1	0	None	None	None	None	None	1	3	1	39.0	39.0	34.0	34.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	3	10	4	30.8	37.0	23.4	20.0
1	0	None	None	None	None	None	3	49	40	22.341463414634145	20.0	24.0	20.0
1	0	None	None	None	None	None	2	11	4	29.4	32.0	31.833333333333332	36.5
1	0	None	None	None	None	None	3	8	3	24.0	32.0	30.2	35.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	7	1	19.5	19.5	29.2	35.0
1	0	None	None	None	None	None	3	19	3	26.333333333333332	20.0	26.375	20.0
1	8	6	30.285714285714285	36.0	37.0	37.0	2	10	2	34.5	34.5	25.0	32.0
1	0	None	None	None	None	None	1	13	5	31.4	39.0	39.25	39.0
1	0	None	None	None	None	None	2	2	0	None	None	20.0	20.0
1	0	None	None	None	None	None	2	3	1	34.0	34.0	40.0	40.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	6	2	39.0	39.0	32.5	39.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	16	10	28.818181818181817	20.0	23.6	20.0
1	0	None	None	None	None	None	2	2	0	None	None	35.5	35.5
1	0	None	None	None	None	None	2	10	6	29.166666666666668	32.0	23.25	23.5
1	0	None	None	None	None	None	3	17	9	30.7	37.5	26.857142857142858	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	113	100	24.693069306930692	20.0	36.25	36.0
1	0	None	None	None	None	None	1	17	9	20.0	20.0	27.428571428571427	37.0
1	103	35	24.17142857142857	33.0	26.352941176470587	32.0	0	None	None	None	None	None	None
1	97	0	None	None	26.144329896907216	35.0	0	None	None	None	None	None	None
1	86	57	23.964912280701753	36.0	29.75862068965517	37.0	0	None	None	None	None	None	None
1	80	69	25.3	38.0	31.7	35.0	2	105	86	26.804597701149426	37.0	30.833333333333332	36.5
1	87	30	23.7	20.0	26.57894736842105	20.0	0	None	None	None	None	None	None
1	86	30	24.033333333333335	20.0	26.464285714285715	20.0	0	None	None	None	None	None	None
1	12	1	33.0	33.0	38.63636363636363	39.0	0	None	None	None	None	None	None
1	21	18	29.11111111111111	34.0	39.333333333333336	39.0	2	43	36	26.36111111111111	34.0	34.42857142857143	37.0
1	39	36	23.675675675675677	33.0	38.5	38.5	0	None	None	None	None	None	None
1	49	38	21.307692307692307	20.0	37.0	37.5	0	None	None	None	None	None	None
1	45	34	21.485714285714284	20.0	33.0	33.0	0	None	None	None	None	None	None
1	45	32	21.636363636363637	20.0	34.75	38.0	0	None	None	None	None	None	None
1	4	0	None	None	28.0	36.0	2	11	4	37.0	37.0	31.0	36.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	2	0	None	None	37.5	37.5
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	8	0	None	None	38.25	39.0	0	None	None	None	None	None	None
1	7	0	None	None	36.714285714285715	37.0	0	None	None	None	None	None	None
1	17	0	None	None	25.647058823529413	20.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	2	0	None	None	35.0	35.0	1	5	1	32.0	32.0	28.0	34.5
1	0	None	None	None	None	None	3	8	2	20.0	20.0	27.666666666666668	28.0
1	79	72	26.041095890410958	38.0	23.166666666666668	20.0	3	66	51	27.673076923076923	38.0	25.0	20.0
1	82	76	26.88157894736842	37.0	23.166666666666668	20.0	2	73	58	26.23728813559322	37.0	25.571428571428573	20.0
1	88	83	24.55952380952381	35.0	23.25	26.5	2	78	66	25.5	36.0	25.333333333333332	26.0
1	90	85	26.162790697674417	37.0	24.0	28.0	2	72	62	27.3015873015873	36.0	25.88888888888889	35.0
1	87	85	27.232558139534884	37.0	37.0	37.0	0	None	None	None	None	None	None
1	89	87	26.545454545454547	33.0	38.0	38.0	0	None	None	None	None	None	None
1	84	82	29.662650602409638	39.0	35.0	35.0	0	None	None	None	None	None	None
1	84	82	29.710843373493976	39.0	39.0	39.0	0	None	None	None	None	None	None
1	81	79	28.9375	37.0	35.0	35.0	0	None	None	None	None	None	None
1	75	73	27.0	35.5	32.0	32.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	138	128	27.767441860465116	26.0	38.77777777777778	39.0
1	0	None	None	None	None	None	1	143	132	28.406015037593985	35.0	37.8	39.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	134	126	26.125984251968504	20.0	37.42857142857143	38.0
1	0	None	None	None	None	None	2	133	125	26.46825396825397	20.0	37.42857142857143	38.0
1	0	None	None	None	None	None	2	150	139	27.135714285714286	20.0	31.3	36.5
1	0	None	None	None	None	None	2	155	144	27.179310344827588	20.0	28.3	32.0
1	0	None	None	None	None	None	3	114	105	27.11320754716981	36.0	28.25	28.0
1	0	None	None	None	None	None	2	162	147	26.945945945945947	26.5	30.785714285714285	34.0
1	0	None	None	None	None	None	3	135	123	26.411290322580644	29.5	26.636363636363637	34.0
1	110	101	25.607843137254903	20.0	20.0	20.0	3	153	138	25.66906474820144	35.0	23.857142857142858	25.0
1	110	101	24.313725490196077	20.0	20.0	20.0	3	155	137	25.39855072463768	34.0	25.058823529411764	37.0
1	0	None	None	None	None	None	3	11	3	20.0	20.0	28.142857142857142	38.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	3	0	None	None	26.666666666666668	20.0	3	4	1	39.0	39.0	23.333333333333332	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	4	1	38.0	38.0	25.333333333333332	20.0
1	0	None	None	None	None	None	1	2	0	None	None	20.0	20.0
1	0	None	None	None	None	None	2	3	1	38.0	38.0	20.0	20.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	2	0	None	None	20.0	20.0
1	0	None	None	None	None	None	3	14	1	37.0	37.0	21.153846153846153	20.0
1	0	None	None	None	None	None	3	17	11	30.75	36.0	32.0	32.0
1	14	13	28.714285714285715	36.0	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	38	32	25.484848484848484	20.0	32.2	32.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	2	0	None	None	36.0	36.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	2	0	None	None	36.0	36.0
1	74	64	28.215384615384615	38.0	36.666666666666664	38.0	0	None	None	None	None	None	None
1	142	115	22.594827586206897	32.5	31.307692307692307	35.0	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	7	2	37.0	37.0	29.2	30.0
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	0	None	None	None	None	None	None
1	8	7	34.5	37.0	None	None	0	None	None	None	None	None	None
1	0	None	None	None	None	None	1	4	0	None	None	37.25	37.0
1	4	1	14.5	14.5	38.5	38.5	0	None	None	None	None	None	None
1	0	None	None	None	None	None	2	4	1	36.0	36.0	32.0	32.0
